Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
850	Sizzlipede		Level	Slow	Radiator Pokémon	"It stores flammable gas in its body
and uses it to generate heat. The
yellow sections on its belly get very
hot. It wraps prey with its body
heated to cook them, the it nibbles
them down until nothing remains."
851	Centiskorch				Radiator Pokémon	"It lashes its body like a whip and
launches itself at enemies, while its
burning body is already dangerous
on its own, this excessively hostile
Pokémon also has large and very
sharp fangs."
852	Clobbopus		Level	Medium	Tantrum Pokémon	"It’s very curious and child-like, but it
investigates things by try to punch
them with its tentacles, despite this,
the tentacles tear off easily, but
don’t be alarmed for they’ll regrow
in a few days."
853	Grapploct				Jujitsu Pokémon	"A body made up of nothing but
muscle makes its tentacles very
powerful. They come out of the
ocean to find opponents to battle,
once the fight is over they go back
into the sea."
854	Sinistea		Item	Cracked Pot	Black Tea Pokémon	"This Pokémon is said to have been
born when a lonely spirit possessed
a cold, leftover cup of tea. It absorbs
the life-force of those who drink it
but it tastes so bad that it gets spat
out immediately."
855	Polteageist				Black Tea Pokémon	"This species lives in old ceramic
teapots. They struggle to find
real antiques, for most tea sets
nowadays are just imitations. Never
leave your tea unattended or a
Poltegeist might come to haunt it."
856	Hatenna		Level	Medium	Calm Pokémon	"Though the protrusion on its head it
senses other creatures’ emotions. If
you don’t have a calm disposition, it
will never warm up to you. They get
overwhelmed in places with many
people, preferring to hide alone."
857	Hattrem		Level	Medium	Serene Pokémon	"It may seem friendly but it is actually
quite the loner. No matter who you
are, if you bring strong emotions
near it, it will silence you violently by
hitting you with its braids. It dislikes
crowded places."
858	Hatterene				Silent Pokémon	"If you’re too loud around it, you risk
being torn apart by the claws on its
tentacle. This Pokémon is also known
as the Forest Witch. It is very sensitive
to the emotions of others if it senses
doubt, fear or anger it will attack you."
110	Weezing	Galarian			Poison Gas Pokémon	"This Pokémon eats the contamination
in the air, and instead of droppings, it
expels clean air.
Its Galar Form was first spotted long
ago when factories polluted the
City."
859	Impidimp		Level	Medium	Wily Pokémon	"Through its nose, it sucks in the dark
emanations produced by people
and Pokémon when they feel annoyed. It thrives off this negative
energy. They love to take things
that don’t belong to them."
860	Morgrem		Level	Medium	Devious Pokémon	"When it gets down on all fours as
if to beg for forgiveness, it’s trying
to lure opponents in so that it can
stab them with its spear-like hair.
It lures people into the woods to rob
them and get them lost."
861	Grimmsnarl				Bulk Up Pokémon	"Its hairs work like muscle fibers.
When its hairs unfurl, they latch on
to opponents, ensnaring them as
tentacles would. They often make
others trip or get them hanging
upside down to amuse themselves."
263	Zigzagoon	Galarian	Level	Medium	Tiny Racoon Pokémon	"Zigzagoons raised in Galar grow
to be punks. If they see another
Pokémon, they will purposely run
into them to start a fight. The only
way to calm them down is with a lot
of loud noise."
264	Linoone	Galarian	Level	Medium	Rush Pokémon	"It uses its long tongue to taunt
its opponents. Once the foe is
enraged, this Pokémon hurls itself at
it, tackling them forcefully. They are
bad-mannered and enjoy to thrash
things about."
862	Obstagoon				Blocking Pokémon	"Its voice has a very loud volume and
it is a noisy and rude Pokémon.
Obstagoon has a tendency to take
on a threatening posture and shout
at anyone that is in front of it. They
rarely take things seriously."
52	Meowth	Galarian	Level	Medium	Scratch Cat Pokémon	"The coin on its head has rusted.
Meowths were taken into viking
ships on long travels through the
sea, living for so long in such harsh
conditions toughened it up so much
that parts of it have turned to iron."
863	Perrserker				Viking Pokémon	"What appears to be an iron
helmet is actually hardened hair.
Unlike other Meowth evolutions,
Perrserker does not want riches and
luxury, it enjoys battles, the outdoors
and traveling though the sea."
222	Corsola	Galarian	Level	Medium	Coral Pokémon	"Watch your step when walking
through shallow ocean waters because this Pokémon looks like a
stone and it will curse you if you kick
it. Sudden climate change wiped
out this ancient kind of Corsola."
864	Cursola				Coral Pokémon	"The ectoplasm serves as protection
for its soul, do not touch it or you’ll
become stiff as stone. This Pokémon
longs for the days where coral reefs
were full of life, it holds a grudge to
those who destroyed them."
83	Farfetch'd	Galarian	Special	Score 3 Critical hits in 1 battle	Wild Duck Pokémon	"The stalks of leeks are thicker and
longer in the Galar region, this has
allowed Farfetch'd fare better than
their Kanto counterparts. It has also
made them hardier and warrior-like.
They are still delicious, though."
865	Sirfetch'd				Wild Duck Pokémon	"Only Farfetch’d that have survived
many battles can go thought this
evolution. They are very proud of
their leek spear and leafen shield,
When this Pokémon's leek withers, it
will retire from combat."
618	Stunfisk	Galarian			Trap Pokémon	"Stunfisk lives in mud with high iron
content. Those nutrients turned its
body into a Steel Type.
Stunfisks’ lips are hard to spot in the
mud, but if someone steps on it, its
jagged steel clamps their prey."
122	Mr. Mime	Galarian	Level	Medium	Barrier Pokémon	"Mime Jr. that endure the harsh winter
of Galar are able to create invisible
walls that suddenly turn to ice, as
they evolve they start creating ice
floors that allow them to tap-dance,
which they enjoy more than anything."
866	Mr. Rime				Comedian Pokémon	"It’s highly skilled at tap-dancing.
It waves its cane of ice in time, its
amusing movements make it very
popular and they love to entertain
children. It releases all of its psychic
power from the pattern on its belly."
554	Darumaka	Galarian	Item	Ice Stone	Zen Charm Pokémon	"When forced to live on snow, its fire
sac froze and now it generates cold.
Darumaka uses low temperatures as
energy, making it very energetic on
winter. It is playful and likes to throw
Snowballs."
555	Darmanitan	Galarian			Zen Charm Pokémon	"The Galarian form of Darmanitan.
They walk into towns during the
blizzards to steal food.
Darmanitans seem mean, but they
are gentle and shy."
555	Darmanitan	Galarian, Zen Mode			Zen Charm Pokémon (Galarian)	"Zen Charm Pokémon (Galarian)
When Darmanitan gets angry atrophied fire core is reignited, This
Pokémon breathes fire and destroys everything on its path..
They must be calmed down or its
own heat may melt their bodies."
562	Yamask	Galarian	Special	Walk near a rune Painting	Spirit Pokémon	"It’s said that this Pokémon was
formed when an ancient clay tablet
was drawn to the dark energy of
a spirit. The clay slab seems to be
absorbing Yamask's power that’s
why it is so pale."
867	Runerigus				Grudge Pokémon	"A powerful curse was woven into
an ancient rune painting, the spirit
of Yamask is absorbed by this curse
and it evolves into a Runerigs. Do not
touch the shadow parts of its body or
you’ll see terrible visions of the past."
868	Milcery		Special	Berry & spin	Cream Pokémon	"This Pokémon was born from sweet-smelling particles in the air, its body
is made of cream, Finding one in
your kitchen means Good Fortune.
Give them berries and whip them
with a whisk so they can evolve."
869	Alcremie				Cream Pokémon	"There is a vast number of recipes
to evolve an Alcremie, changing
their color and flavor, some are
sweet, some are sour but they are
all delicious. Cakes baked with its
help can be sold for a lot of money."
77	Ponyta	Galarian	Level	Medium	Unique Horn Pokémonn	"The old magical forests of Galar
made Ponytas adopt a mystic nature.
Their miraculous horn can heal most
wounds and sense the purity in your
heart, if you hold evil, you’ll never see
this Pokémon in the wild."
78	Rapidash	Galarian			Unique Horn Pokémonn	"Those with evil in their hearts will be
disdained by this proud and beautiful
Pokémon as it dashes on the air using
its psychic power. It is said that only
a true princess can mount a Galarian
Rapidash."
870	Falinks				Formation Pokémon	"It is formed by six of them, five are
troopers, and one is the brass. The
brass’s orders are absolute to the
others, they work as a perfect team
and can rearrange their formation
to better suit them in battle."
871	Pincurchin				Sea Urchin Pokémon	"This quiet pokémon feeds on sea
weed, using its teeth to scrape it off
rocks. It stores electricity in each of
its spines. Even if one gets broken
off, it will continue to emit electricity
for a few more hours."
872	Snom		Stat	Happiness 5	Worm Pokémon	"It spits out thread imbued with a
frigid energy and uses it to tie its
body to branches, disguising itself
as an icicle while it sleeps.
It feeds only of snow, if it melts it will
freeze it again to continue eating."
